band_index,pocket_index,num_points,gap_min,gap_max,gap_mean,gap_abs_min,gap_abs_max,has_sign_change,positive_fraction,negative_fraction,near_zero_fraction
0,0,254,-0.09431017896156076,0.09431017896156076,0.0,0.0010342859076845341,0.09431017896156076,True,0.5,0.5,0.0
0,1,254,-0.09431017896156076,0.09431017896156076,-1.049029629567077e-17,0.00103428590768449,0.09431017896156076,True,0.5,0.5,0.0
0,2,254,-0.09431017896156076,0.09431017896156076,2.098059259134154e-17,0.00103428590768449,0.09431017896156076,True,0.5,0.5,0.0
0,3,254,-0.09431017896156076,0.09431017896156076,-3.496765431890257e-18,0.0010342859076845122,0.09431017896156076,True,0.5,0.5,0.0
1,0,837,-0.07938926261462362,0.07938926261462362,-9.362045561134623e-05,0.0009521324244635835,0.07938926261462362,True,0.4994026284348865,0.5005973715651135,0.0
