sampling,nk,eta_eV,matsubara_index,omega_eV,refine_factor,shift_grid,num_kpoints_total,num_fs_cells,num_refined_points,refined_area_fraction,sigma_xx,sigma_yy,sigma_xy,sigma_yx,sigma_xx_std_over_shifts,relative_std_over_shifts,delta,relative_offdiag,relative_eigen_split,sheet_conductivity_xx,reflection_dimensionless_xx,relative_change_vs_largest_nk,relative_change_between_last_two_nk,eta_relative_change,min_abs_band_energy_on_mesh,points_within_eta,points_within_omega,points_within_kBT,fermi_window_weight_sum,estimated_mesh_energy_resolution,fs_sampling_status,convergence_status,diagnosis,notes
multishift_average,64,0.0001,2,0.03248658104386831,1,4,65536,0,0,0.0,(11.461612220570053+0j),(11.461612220570023+0j),(-1.2628786905111156e-15+0j),(-1.2698175844150228e-15+0j),7.819498334788216,0.6822337193326635,(1.3173568294174224e-15+0j),1.562514415507515e-16,2.634713658834845e-15,(0.002789910925362837+0j),(1.0510440180145457+0j),0.07457903178920429,0.05178016773679967,0.0030097658204002783,4.732111210301998e-05,40,9628,764,2.2345249790455837,0.00038819925279219515,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0002,1,0.016243290521934156,1,4,65536,0,0,0.0,(22.53144695318471+0j),(22.531446953184638+0j),(-2.581268532253489e-15+0j),(-2.5673907444456745e-15+0j),15.496476460503924,0.6877710292065186,(1.5767800826028832e-15+0j),1.615815052307027e-16,3.1535601652057664e-15,(0.005484457928711602+0j),(2.066161555776228+0j),0.07513674514638555,0.05216920568595838,0.006031534363551698,4.732111210301998e-05,68,4788,764,2.2345249790455837,0.00038819925279219515,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0002,2,0.03248658104386831,1,4,65536,0,0,0.0,(11.4271154518619+0j),(11.42711545186189+0j),(-1.5126788710517758e-15+0j),(-1.4988010832439613e-15+0j),7.795575232579383,0.6821997437077785,(3.8862756897910247e-16+0j),1.8635153523379834e-16,7.772551379582049e-16,(0.0027815139468177186+0j),(1.0478806216533894+0j),0.07457560769978594,0.05177777928350427,0.0030097658204002783,4.732111210301998e-05,68,9628,764,2.2345249790455837,0.00038819925279219515,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,80,0.0001,1,0.016243290521934156,1,4,102400,0,0,0.0,(23.231127496842713+0j),(23.231127496842735+0j),(-1.3877787807814457e-16+0j),(-1.8041124150158794e-16+0j),5.347555907533479,0.23018925397659898,(-4.587870751365821e-16+0j),9.797744150875483e-18,9.175741502731643e-16,(0.005654769605241014+0j),(2.1303231270962826+0j),0.05217163654518744,0.05217163654518744,0.0060327303074467105,1.0817194391438303e-05,48,7428,1180,2.257748607801047,0.0002498498418871224,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,80,0.0001,2,0.03248658104386831,1,4,102400,0,0,0.0,(11.74398289058348+0j),(11.74398289058349+0j),(2.0816681711721685e-16+0j),(1.942890293094024e-16+0j),2.682031848755907,0.22837497923352773,(-4.537702896752076e-16+0j),2.42463226932784e-17,9.075405793504155e-16,(0.0028586437530062855+0j),(1.0769377577318724+0j),0.05178016773679967,0.05178016773679967,0.003010943414054176,1.0817194391438303e-05,48,15064,1180,2.257748607801047,0.0002498498418871224,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,80,0.0002,1,0.016243290521934156,1,4,102400,0,0,0.0,(23.090980369916352+0j),(23.090980369916302+0j),(-1.6653345369377348e-16+0j),(-1.249000902703301e-16+0j),5.315035299464263,0.2301779835380596,(1.0770004284445036e-15+0j),9.015070550595733e-18,2.1540008568890072e-15,(0.005620655905261848+0j),(2.117471462202794+0j),0.05216920568595838,0.05216920568595838,0.0060327303074467105,1.0817194391438303e-05,80,7428,1180,2.257748607801047,0.0002498498418871224,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,80,0.0002,2,0.03248658104386831,1,4,102400,0,0,0.0,(11.708622422644313+0j),(11.708622422644288+0j),(-2.220446049250313e-16+0j),(-2.220446049250313e-16+0j),2.6738268482792025,0.2283639143669078,(1.0619949492737609e-15+0j),2.681942250776214e-17,2.1239898985475217e-15,(0.002850036538425044+0j),(1.0736951590828834+0j),0.05177777928350427,0.05177777928350427,0.003010943414054176,1.0817194391438303e-05,80,15064,1180,2.257748607801047,0.0002498498418871224,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,96,0.0001,1,0.016243290521934156,1,4,147456,0,0,0.0,(24.509846289222438+0j),(24.50984628922228+0j),(5.691844565114401e-15+0j),(5.715480172474585e-15+0j),8.660589888484568,0.35335145664674505,(3.1889102857401416e-15+0j),3.29100961965905e-16,6.377820571480283e-15,(0.005966026997366389+0j),(2.2475832220628043+0j),0.0,0.05217163654518744,0.006035279490829876,5.411602588695278e-06,72,10716,1844,2.2958509694221045,0.00017548891599823572,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,96,0.0001,2,0.03248658104386831,1,4,147456,0,0,0.0,(12.385295572813611+0j),(12.385295572813568+0j),(2.9343931798320178e-15+0j),(2.923225897455417e-15+0j),4.343538115146846,0.35070120770320135,(1.7210959518474009e-15+0j),3.34426390869773e-16,3.4421919036948017e-15,(0.0030147479052228922+0j),(1.1357469239611342+0j),0.0,0.05178016773679967,0.0030134547049158068,5.411602588695278e-06,72,21648,1844,2.2958509694221045,0.00017548891599823572,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,96,0.0002,1,0.016243290521934156,1,4,147456,0,0,0.0,(24.3619225165897+0j),(24.36192251658958+0j),(5.298712857371157e-15+0j),(5.29177396346725e-15+0j),8.607919889458527,0.35333499987929134,(2.4791201309535734e-15+0j),3.073898067513228e-16,4.958240261907147e-15,(0.005930020356987447+0j),(2.2340184291387555+0j),0.0,0.05216920568595838,0.006035279490829876,5.411602588695278e-06,144,10716,1844,2.2958509694221045,0.00017548891599823572,ok,warning_high_nk_not_converged;requires_triangle_or_contour_integration,ok,normal-state FS-adaptive BZ integration prototype only | multi-shift average control | adaptive sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
