Q_nm_inv,energy_contribution_J_m2
0.004166666666666667,-9.732849224769162e-07
0.012500000000000002,-1.2657065148307972e-06
0.020833333333333332,-1.115717114337135e-06
0.02916666666666667,-9.192489955190269e-07
0.0375,-7.377420670177609e-07
0.04583333333333334,-5.834260037715522e-07
